층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
2층,Emerald Sword :RE,Aurora White,Samurai,"13,686.0","13,269.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=12126,9:22
2층,Emerald Sword :RE,Mary Murray,Dragoon,"13,314.6","13,700.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=12128,9:22
2층,Emerald Sword :RE,Michey Asakura,BlackMage,"12,919.3","12,539.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=12127,9:22
2층,Emerald Sword :RE,Fifi Sun,Bard,"12,184.1","12,486.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=12131,9:22
2층,Emerald Sword :RE,Kobanzamen Tooranoi,Paladin,"8,242.0","8,083.0",https://www.fflogs.com/zone/rankings/29#boss=66&page=12133,9:22
2층,Emerald Sword :RE,Jason Tk,Warrior,"7,223.4","7,173.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=1213,9:22
2층,Emerald Sword :RE,Yuly Wonesu,WhiteMage,"6,316.0","6,130.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=12130,9:22
2층,Emerald Sword :RE,Maheet Mamemaki,Scholar,"4,688.3","5,192.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=12132,9:22
2층,Emerald Sword :RE,Limit Break,LimitBreak,942.9,942.9,https://www.fflogs.com/zone/rankings/29#boss=66&page=1286,9:22
2층,Solstice,Rias Farron,BlackMage,"13,530.1","13,284.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=121,9:22
2층,Solstice,Masamune Secarius,Samurai,"13,481.8","12,881.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=1210,9:22
2층,Solstice,Trucein Tsutsumi,Dragoon,"12,644.0","13,058.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=129,9:22
2층,Solstice,Hyounen Lee,Bard,"11,836.9","12,215.6",https://www.fflogs.com/zone/rankings/29#boss=66&page=127,9:22
2층,Solstice,Chev Secarius,Paladin,"8,013.0","7,836.8",https://www.fflogs.com/zone/rankings/29#boss=66&page=123,9:22
2층,Solstice,Hecate Secarius,DarkKnight,"7,615.0","7,345.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=125,9:22
2층,Solstice,Jae Ardence,WhiteMage,"6,609.4","6,442.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=128,9:22
2층,Solstice,Mokona Momose,Scholar,"5,773.3","6,438.4",https://www.fflogs.com/zone/rankings/29#boss=66&page=126,9:22
2층,Le Aqua Lilium Anima,Marie Takamori,BlackMage,"13,715.8","13,557.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=124,9:22
2층,Le Aqua Lilium Anima,Nello Scarlet,Dragoon,"12,722.1","13,194.0",https://www.fflogs.com/zone/rankings/29#boss=66&page=127,9:22
