층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
2,MANA'S DEAD BIRDS,Qq Ex,Monk,"13,776.4","13,351.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=1436,9:28
2,MANA'S DEAD BIRDS,Selena Xuan,Bard,"12,526.3","12,361.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=1443,9:28
2,MANA'S DEAD BIRDS,Garashi Yakumo,RedMage,"12,328.5","12,587.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=1441,9:28
2,MANA'S DEAD BIRDS,Selka Blight,Dragoon,"12,135.4","12,201.8",https://www.fflogs.com/zone/rankings/29#boss=66&page=1435,9:28
2,MANA'S DEAD BIRDS,Ives Napalm,Paladin,"8,681.1","8,303.8",https://www.fflogs.com/zone/rankings/29#boss=66&page=1440,9:28
2,MANA'S DEAD BIRDS,Yummura Gooms,Gunbreaker,"8,361.8","7,897.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=1437,9:28
2,MANA'S DEAD BIRDS,Ren Fuyu,Scholar,"6,321.7","6,680.4",https://www.fflogs.com/zone/rankings/29#boss=66&page=1442,9:28
2,MANA'S DEAD BIRDS,Mana Swords,Astrologian,"3,500.7","4,247.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=1439,9:28
2,MANA'S DEAD BIRDS,Limit Break,LimitBreak,966.8,966.8,https://www.fflogs.com/zone/rankings/29#boss=66&page=1455,9:28
2,Ivy's Academy,Chtholly Seniorious,BlackMage,"13,737.7","13,697.0",https://www.fflogs.com/zone/rankings/29#boss=66&page=143,9:28
2,Ivy's Academy,Zaunt Fairgrave,Samurai,"13,226.5","12,915.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=145,9:28
2,Ivy's Academy,Lux Veritas,Machinist,"12,059.4","11,876.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=149,9:28
2,Ivy's Academy,Sirenia De'loraen,RedMage,"11,764.6","12,135.4",https://www.fflogs.com/zone/rankings/29#boss=66&page=147,9:28
2,Ivy's Academy,Lyn Mistel,DarkKnight,"7,029.3","6,868.8",https://www.fflogs.com/zone/rankings/29#boss=66&page=144,9:28
2,Ivy's Academy,Draco Tatsumi,WhiteMage,"7,019.9","6,979.7",https://www.fflogs.com/zone/rankings/29#boss=66&page=146,9:28
2,Ivy's Academy,Kanna Tohru,Gunbreaker,"6,802.6","6,692.4",https://www.fflogs.com/zone/rankings/29#boss=66&page=1410,9:28
2,Ivy's Academy,Vasha Newton,Scholar,"5,745.5","6,220.6",https://www.fflogs.com/zone/rankings/29#boss=66&page=141,9:28
2,Ivy's Academy,Limit Break,LimitBreak,"1,186.2","1,186.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=1423,9:28
2,Gekisou Gungnir,Tihomir Ivasch,Monk,"13,924.8","13,849.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=141,9:28
2,Gekisou Gungnir,Cryptikandji Lalonde,Machinist,"12,766.6","12,351.0",https://www.fflogs.com/zone/rankings/29#boss=66&page=1411,9:28
2,Gekisou Gungnir,Leon Silverberg,RedMage,"11,453.3","11,846.6",https://www.fflogs.com/zone/rankings/29#boss=66&page=1415,9:28
2,Gekisou Gungnir,Celex Teia,Summoner,"11,210.6","11,508.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=1412,9:28
2,Gekisou Gungnir,Mymidel Naim,Gunbreaker,"8,052.8","7,716.4",https://www.fflogs.com/zone/rankings/29#boss=66&page=147,9:28
2,Gekisou Gungnir,Why Try,Warrior,"7,298.7","7,031.9",https://www.fflogs.com/zone/rankings/29#boss=66&page=1414,9:28
2,Gekisou Gungnir,Zhelyazko Asvana,WhiteMage,"6,598.4","6,498.1",https://www.fflogs.com/zone/rankings/29#boss=66&page=145,9:28
2,Gekisou Gungnir,Kriv Delmirev,Scholar,"6,341.4","6,845.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=1416,9:28
2,Gekisou Gungnir,Limit Break,LimitBreak,922.7,922.7,https://www.fflogs.com/zone/rankings/29#boss=66&page=1430,9:28
2,Lux Aurea,Saphira Brightscales,Dragoon,"12,986.8","13,142.3",https://www.fflogs.com/zone/rankings/29#boss=66&page=1411,9:28
2,Lux Aurea,Le Renker,Monk,"12,698.3","12,540.0",https://www.fflogs.com/zone/rankings/29#boss=66&page=1415,9:28
2,Lux Aurea,Aliyah Shikhu,Bard,"12,077.0","12,158.8",https://www.fflogs.com/zone/rankings/29#boss=66&page=1413,9:28
2,Lux Aurea,Safyra Yumisho,RedMage,"11,173.4","11,593.4",https://www.fflogs.com/zone/rankings/29#boss=66&page=1419,9:28
2,Lux Aurea,Ninja Thaum,Gunbreaker,"8,097.2","7,642.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=1412,9:28
2,Lux Aurea,Fraene Prime,DarkKnight,"7,859.8","7,497.2",https://www.fflogs.com/zone/rankings/29#boss=66&page=1417,9:28
2,Lux Aurea,Fin Ha,Scholar,"6,922.6","7,316.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=1414,9:28
2,Lux Aurea,Reina Yatsurugi,WhiteMage,"5,845.6","5,770.3",https://www.fflogs.com/zone/rankings/29#boss=66&page=1416,9:28
2,Lux Aurea,Limit Break,LimitBreak,891.8,891.8,https://www.fflogs.com/zone/rankings/29#boss=66&page=1431,9:28
2,Paragon of War,Rake Ascarakka,Monk,"14,715.8","13,162.8",https://www.fflogs.com/zone/rankings/29#boss=66&page=14120,9:28
2,Paragon of War,The Vivi,BlackMage,"13,718.5","13,090.6",https://www.fflogs.com/zone/rankings/29#boss=66&page=14124,9:28
2,Paragon of War,Fetty Krill,Bard,"11,295.9","11,399.5",https://www.fflogs.com/zone/rankings/29#boss=66&page=14123,9:28
