층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,The Wipe Club,Atsumi Saiki,Dragoon,"11,365.3","10,896.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=219,8:47
1층,The Wipe Club,Tomoyito Tuki,BlackMage,"10,400.5","10,159.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=213,8:47
1층,The Wipe Club,Ma Clockworker,BlackMage,"10,065.1","9,854.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=217,8:47
1층,The Wipe Club,Marceline Butterfly,Dancer,"8,285.1","9,392.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=2120,8:47
1층,The Wipe Club,Claud Tempest,Paladin,"7,211.7","7,001.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=2119,8:47
1층,The Wipe Club,Nujabes Beats,WhiteMage,"6,391.1","6,242.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=214,8:47
1층,The Wipe Club,Baren Jude,Gunbreaker,"6,007.5","5,796.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=211,8:47
1층,The Wipe Club,Celestial Valkyrie,Scholar,"4,792.8","5,176.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=215,8:47
1층,Berserker,Bentley Ferran,Samurai,"12,012.7","10,577.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=214,8:47
1층,Berserker,Siuxter Exceed,Dragoon,"10,246.1","10,534.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=2110,8:47
1층,Berserker,Dark Camus,Summoner,"9,934.8","9,988.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=215,8:47
1층,Berserker,Pikzo Vic,Dancer,"9,741.6","11,056.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=213,8:47
1층,Berserker,Inzane Black,Paladin,"7,075.4","6,847.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=219,8:47
1층,Berserker,Lax Dreiyar,Gunbreaker,"5,648.0","5,444.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=218,8:47
1층,Berserker,Bit Isina,WhiteMage,"4,697.2","4,581.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=212,8:47
1층,Berserker,L'una Frhey,Scholar,"4,163.3","4,489.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=211,8:47
1층,Berserker,Limit Break,LimitBreak,"1,022.8","1,022.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=2122,8:47
1층,SventraX,Ezodar Seanorth,Bard,"11,103.9","11,045.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=214,8:47
