층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,HenderLand,Chave Asklead,Monk,"12,060.0","10,898.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=147,8:17
1층,HenderLand,Enetra Faviorus,Dragoon,"11,149.2","11,292.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=146,8:17
1층,HenderLand,Chemo Moche,Summoner,"10,671.6","10,727.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=145,8:17
1층,HenderLand,Otya Harvester,Dancer,"9,249.9","10,630.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=149,8:17
1층,HenderLand,Kantam Robo,Paladin,"6,718.9","6,423.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=143,8:17
1층,HenderLand,Leshy Fyhrie,DarkKnight,"6,492.4","6,169.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=148,8:17
1층,HenderLand,Aomitsu Sen,WhiteMage,"6,257.8","6,050.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=141,8:17
1층,HenderLand,Koromi Ukari,Scholar,"5,023.9","5,431.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=144,8:17
1층,HenderLand,Limit Break,LimitBreak,815.3,815.3,https://www.fflogs.com/zone/rankings/29#boss=65&page=1423,8:17
1층,Dango Teikoku,Floppy Alucard,Monk,"11,624.8","10,766.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=144,8:17
1층,Dango Teikoku,Artorias Ray,Dragoon,"11,209.6","11,348.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=148,8:17
1층,Dango Teikoku,Rin Estheim,Machinist,"11,072.4","10,720.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=1416,8:17
1층,Dango Teikoku,Ntaleah Kirigiri,Dancer,"9,305.4","10,587.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=1413,8:17
1층,Dango Teikoku,Sheep Flexalot,Gunbreaker,"6,838.7","6,551.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=149,8:17
1층,Dango Teikoku,Alissa Solis,Paladin,"6,460.8","6,224.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=1415,8:17
1층,Dango Teikoku,Esca Lyehga,WhiteMage,"5,554.0","5,409.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=1412,8:17
1층,Dango Teikoku,Nui Sui'sui,Scholar,"5,305.2","5,762.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=1411,8:17
1층,Dango Teikoku,Limit Break,LimitBreak,"1,032.1","1,032.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=1429,8:17
1층,free toilet,Sau Reta,Monk,"11,954.3","11,959.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=1410,8:17
1층,free toilet,R'tethys Cott,Summoner,"11,626.6","11,760.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=146,8:17
1층,free toilet,Syakemi Eimus,Bard,"11,507.2","11,596.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=144,8:17
1층,free toilet,Yajina Inasehagi,Summoner,"10,018.8","10,032.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=141,8:17
1층,free toilet,Shy Guy,Warrior,"7,252.2","7,012.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=145,8:17
1층,free toilet,M'yue Momizi,Paladin,"6,697.8","6,439.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=143,8:17
1층,free toilet,Ninna' Nanna,WhiteMage,"5,314.9","5,212.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=148,8:17
1층,free toilet,Kouzuki Rose,Scholar,"3,789.2","4,147.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=147,8:17
1층,free toilet,Limit Break,LimitBreak,469.7,469.7,https://www.fflogs.com/zone/rankings/29#boss=65&page=1425,8:17
