층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,Lalapalooza,Celoa Ada,BlackMage,"10,668.7","10,424.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=4369,9:29
1층,Lalapalooza,Jajuno Juno,Samurai,"10,098.4","9,735.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=4371,9:29
1층,Lalapalooza,A'thir Benjal,Monk,"10,076.2","10,094.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=4370,9:29
1층,Lalapalooza,Yakolak Kira,Summoner,"9,112.8","9,234.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=4375,9:29
1층,Lalapalooza,Garth Lionheart,Paladin,"6,284.4","6,162.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=4368,9:29
1층,Lalapalooza,Schrykho Kharlu,Warrior,"5,829.2","5,676.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=4372,9:29
1층,Lalapalooza,Riruriru Meia,WhiteMage,"5,025.8","4,958.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=4374,9:29
1층,Lalapalooza,Kon San,Astrologian,"2,735.0","3,543.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=4373,9:29
1층,Abandon Hope,Emerias Hightower,BlackMage,"10,246.9","10,090.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=431,9:29
1층,Abandon Hope,Terradee Hime,Samurai,"9,490.6","9,332.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=438,9:29
1층,Abandon Hope,Avalon Valanar,Summoner,"9,206.1","9,379.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=433,9:29
1층,Abandon Hope,Seraphi Major,Bard,"9,077.6","9,420.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=434,9:29
1층,Abandon Hope,Tomohisa Hayama,Gunbreaker,"7,310.4","7,143.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=437,9:29
1층,Abandon Hope,Long Duong,Paladin,"5,813.1","5,704.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=435,9:29
1층,Abandon Hope,Sue Aside,WhiteMage,"4,456.3","4,363.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=4310,9:29
1층,Abandon Hope,Yven Oddlier,Scholar,"2,950.9","3,117.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=436,9:29
1층,Abandon Hope,Limit Break,LimitBreak,"1,194.5","1,194.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=4322,9:29
