층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,Kirschbluten,Meckin Freaks,Samurai,"11,118.4","9,615.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=297,9:05
1층,Kirschbluten,Hiyo Lycoris,Summoner,"10,809.7","10,834.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=299,9:05
1층,Kirschbluten,Xyz Tk,Dragoon,"9,956.1","10,309.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=2931,9:05
1층,Kirschbluten,Tete Shin,Dancer,"9,505.7","10,825.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=296,9:05
1층,Kirschbluten,Monat Mont,Gunbreaker,"7,034.1","6,688.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=293,9:05
1층,Kirschbluten,Gekkabijin Fullbloom,DarkKnight,"6,386.3","6,122.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=294,9:05
1층,Kirschbluten,Acha'co Roina,WhiteMage,"4,638.0","4,483.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=2910,9:05
1층,Kirschbluten,Pluto'a Mhakaracca,Scholar,"1,776.6","2,345.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=2932,9:05
1층,Kirschbluten,Limit Break,LimitBreak,"1,264.7","1,264.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=2934,9:05
1층,Lunar Eclipse,Cregan Stark,Bard,"11,506.6","10,364.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=293,9:05
1층,Lunar Eclipse,Ultra Blue,Monk,"11,264.9","11,184.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=296,9:05
1층,Lunar Eclipse,Sayane Miu,Dragoon,"10,499.1","10,558.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=295,9:05
1층,Lunar Eclipse,Soleil Voll-Erslied,Dancer,"7,944.7","9,281.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=294,9:05
1층,Lunar Eclipse,Jacqueline Belladonna,Warrior,"6,306.3","6,095.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=299,9:05
1층,Lunar Eclipse,Vhenorae Fhalvir,Paladin,"5,926.0","5,665.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=291,9:05
1층,Lunar Eclipse,Morrigan Belladonna,WhiteMage,"4,261.9","4,083.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=297,9:05
1층,Lunar Eclipse,Dez Didinori,Scholar,"3,599.2","4,074.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=298,9:05
1층,Lunar Eclipse,Limit Break,LimitBreak,971.8,971.8,https://www.fflogs.com/zone/rankings/29#boss=65&page=2920,9:05
