층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,Abysm,Petite Poutine,BlackMage,"13,396.5","13,055.5",https://www.fflogs.com/zone/rankings/29#boss=659,6:44
1층,Abysm,Megadank Memester,Monk,"12,863.8","12,783.0",https://www.fflogs.com/zone/rankings/29#boss=652,6:44
1층,Abysm,Soviet Hammer,Dragoon,"12,815.6","13,105.0",https://www.fflogs.com/zone/rankings/29#boss=653,6:44
1층,Abysm,Nox Aero,Bard,"11,553.4","11,885.4",https://www.fflogs.com/zone/rankings/29#boss=6525,6:44
1층,Abysm,Legacy I',WhiteMage,"8,613.7","8,448.9",https://www.fflogs.com/zone/rankings/29#boss=655,6:44
1층,Abysm,Nahira Vae,DarkKnight,"8,320.3","7,877.8",https://www.fflogs.com/zone/rankings/29#boss=651,6:44
1층,Abysm,Inpending Death,Paladin,"7,739.2","7,427.0",https://www.fflogs.com/zone/rankings/29#boss=657,6:44
1층,Abysm,Citalune Moon,Scholar,"6,907.8","7,627.8",https://www.fflogs.com/zone/rankings/29#boss=658,6:44
1층,Abysm,Limit Break,LimitBreak,895.0,895.0,https://www.fflogs.com/zone/rankings/29#boss=6523,6:44
1층,Crescendo,Lenor Fragrance,Monk,"13,034.0","12,753.6",https://www.fflogs.com/zone/rankings/29#boss=659,6:48
1층,Crescendo,Sanyon Xenon,Summoner,"12,575.9","12,700.2",https://www.fflogs.com/zone/rankings/29#boss=655,6:48
1층,Crescendo,Rise Areadbhar,Dragoon,"12,493.5","12,911.5",https://www.fflogs.com/zone/rankings/29#boss=656,6:48
1층,Crescendo,Shasha Pony,Bard,"12,034.6","12,338.1",https://www.fflogs.com/zone/rankings/29#boss=658,6:48
1층,Crescendo,Kupo Aliapoh,WhiteMage,"8,461.0","8,182.6",https://www.fflogs.com/zone/rankings/29#boss=653,6:48
1층,Crescendo,Ikki Aincrad,Paladin,"8,002.2","7,548.0",https://www.fflogs.com/zone/rankings/29#boss=651,6:48
1층,Crescendo,Peroro Pororo,Gunbreaker,"7,814.0","7,288.3",https://www.fflogs.com/zone/rankings/29#boss=657,6:48
1층,Crescendo,Mar'one Javelin,Scholar,"7,423.9","8,116.7",https://www.fflogs.com/zone/rankings/29#boss=654,6:48
1층,Crescendo,Limit Break,LimitBreak,374.7,374.7,https://www.fflogs.com/zone/rankings/29#boss=6522,6:48
