층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,Insight,Lux Aria,Bard,"13,179.8","11,639.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=2810,9:03
1층,Insight,Griggs Cross,Monk,"10,092.5","9,927.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=283,9:03
1층,Insight,Tali Vritra,RedMage,"9,535.6","9,702.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=289,9:03
1층,Insight,Lumi Luck,Dancer,"9,505.3","10,718.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=285,9:03
1층,Insight,Zaranko Gestalt,Gunbreaker,"6,264.3","5,925.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=282,9:03
1층,Insight,Hexadox Azathoth,Paladin,"5,775.7","5,476.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=288,9:03
1층,Insight,Megafell Kushman,Astrologian,"3,789.8","4,353.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=281,9:03
1층,Insight,Mimi Crutix,Scholar,"3,392.2","3,791.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=287,9:03
1층,Insight,Limit Break,LimitBreak,949.5,949.5,https://www.fflogs.com/zone/rankings/29#boss=65&page=2820,9:03
1층,Team ALV,Yusa Emi,Dragoon,"11,226.4","10,045.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=283,9:03
1층,Team ALV,Miyazono Kaori,Bard,"10,103.5","9,940.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=287,9:03
1층,Team ALV,Osgrath Drargnargdel,Monk,"9,599.6","9,475.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=285,9:03
1층,Team ALV,Nami Ruruzigo,Dancer,"8,840.6","9,879.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=284,9:03
1층,Team ALV,Arx Swartz,Warrior,"6,801.2","6,528.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=286,9:03
1층,Team ALV,Ryugamine Mikado,DarkKnight,"6,507.1","6,160.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=2810,9:03
1층,Team ALV,Teressa Astran,Astrologian,"4,917.0","5,785.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=281,9:03
1층,Team ALV,Aurora Highwind,Scholar,"3,884.3","4,064.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=289,9:03
1층,Team ALV,Limit Break,LimitBreak,943.5,943.5,https://www.fflogs.com/zone/rankings/29#boss=65&page=2821,9:03
1층,The Love Below,Kyuketsuki Nyx',Monk,"11,604.3","11,469.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=286,9:03
1층,The Love Below,Tuskan Aeternus,Machinist,"10,803.0","10,426.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=287,9:03
1층,The Love Below,Luna Hylia,Dragoon,"10,769.3","10,975.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=285,9:03
1층,The Love Below,Deliora Sli'cear,Bard,"9,705.1","9,778.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=284,9:03
1층,The Love Below,Noober Goober,Gunbreaker,"6,319.6","6,097.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=289,9:03
1층,The Love Below,Ruka Cechoo,DarkKnight,"5,359.6","5,227.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=288,9:03
1층,The Love Below,Lume Losstarot,WhiteMage,"4,557.3","4,450.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=283,9:03
1층,The Love Below,Ironware Ironbane,Astrologian,"2,431.7","3,124.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=281,9:03
1층,The Love Below,Limit Break,LimitBreak,"1,220.8","1,220.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=2819,9:03
1층,_S2_Buddies_S2_,Dorey Reah,BlackMage,"12,538.3","12,410.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=2838,9:03
1층,_S2_Buddies_S2_,Hima Gon,Monk,"10,398.8","10,221.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=2836,9:03
