층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,Bloodbath and Beyond,Reese Crispy,Dragoon,"12,123.3","11,412.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=318,9:08
1층,Bloodbath and Beyond,Novenia Himmelion,Summoner,"10,690.2","10,697.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=317,9:08
1층,Bloodbath and Beyond,Zeo Valefor,BlackMage,"9,483.7","8,973.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=316,9:08
1층,Bloodbath and Beyond,Ama Lexia,Dancer,"8,909.8","10,228.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=313,9:08
1층,Bloodbath and Beyond,Lucky Lee,DarkKnight,"6,411.0","6,150.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=319,9:08
1층,Bloodbath and Beyond,Gwyn Artorias,Gunbreaker,"4,903.2","4,634.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=315,9:08
1층,Bloodbath and Beyond,Auriel Greyheart,Scholar,"4,202.1","4,744.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=311,9:08
1층,Bloodbath and Beyond,Cold Rain,WhiteMage,"4,127.5","4,010.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=314,9:08
1층,Bloodbath and Beyond,Limit Break,LimitBreak,"1,187.0","1,187.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=3123,9:08
1층,NFSYA,Genji Shimada,Samurai,"11,824.2","10,239.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=31117,9:09
1층,NFSYA,Aizen Re,Dragoon,"11,359.7","11,482.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=31114,9:09
1층,NFSYA,Amaterasu Sun,Machinist,"9,377.6","9,005.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=31129,9:09
1층,NFSYA,Xemnas Xi,Dancer,"8,269.4","9,656.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=31128,9:09
1층,NFSYA,Dark Magicianx,DarkKnight,"6,507.7","6,244.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=31113,9:09
1층,NFSYA,Yami Sukehiro',Paladin,"6,421.8","6,202.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=31118,9:09
1층,NFSYA,Blue Nylvie,Scholar,"4,718.8","5,119.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=312,9:09
1층,NFSYA,Kanna Kamui,Astrologian,"3,412.3","3,941.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=31115,9:09
1층,Sanctuary,Serriz Cybil,Dragoon,"10,582.4","10,645.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=31209,9:09
1층,Sanctuary,Tiny Saurus,Samurai,"10,383.0","10,085.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=31212,9:09
1층,Sanctuary,Amara Cox,Summoner,"10,208.8","10,223.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=31203,9:09
1층,Sanctuary,Dj Taki,Machinist,"9,785.5","9,527.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=31210,9:09
1층,Sanctuary,Pie Charts,Paladin,"6,571.5","6,448.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=31208,9:09
1층,Sanctuary,Nichi Velya'ni,DarkKnight,"6,485.1","6,371.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=3158,9:09
1층,Sanctuary,Skylair Desperado,WhiteMage,"4,170.2","4,102.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=31213,9:09
1층,Sanctuary,Tempus Mortem,Astrologian,"2,942.1","3,725.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=31211,9:09
1층,Sanctuary,Limit Break,LimitBreak,929.8,929.8,https://www.fflogs.com/zone/rankings/29#boss=65&page=3125,9:09
1층,Vigilare,Kin Gurie,Monk,"11,655.8","10,548.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=317,9:09
1층,Vigilare,Freich Matuko,Bard,"10,567.5","10,328.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=318,9:09
1층,Vigilare,Mikash Arlenis,Dragoon,"9,812.2","9,738.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=315,9:09
1층,Vigilare,Autumn Lylfelt,Dancer,"8,429.4","9,589.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=316,9:09
1층,Vigilare,Kayvee Tu,Paladin,"6,155.6","5,836.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=314,9:09
1층,Vigilare,Faith Torem,Warrior,"6,140.6","5,887.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=311,9:09
1층,Vigilare,Ariadne Abella,Scholar,"4,335.0","4,302.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=313,9:09
1층,Vigilare,Sorrel Arlenis,Astrologian,"3,648.9","4,514.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=319,9:09
1층,Vigilare,Limit Break,LimitBreak,"1,229.3","1,229.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=3120,9:09
1층,Grievance,Filsy Jay,Samurai,"11,423.7","9,974.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=318,9:09
1층,Grievance,Rigor Mortis,BlackMage,"10,770.8","10,319.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=316,9:09
