층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,melees fken suk,Nyaa Desu,Dragoon,"13,672.7","12,761.6",https://www.fflogs.com/zone/rankings/29#boss=65&page=38,7:26
1층,melees fken suk,Cynndara Flametongue,BlackMage,"12,389.8","11,725.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=36,7:26
1층,melees fken suk,Cima Remhrll,Ninja,"10,228.2","11,151.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=35,7:26
1층,melees fken suk,Ringabel Dim,Dancer,"10,197.3","11,559.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=34,7:26
1층,melees fken suk,Ali Kelly,Gunbreaker,"7,507.5","7,014.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=32,7:26
1층,melees fken suk,Kyliee Ciel,DarkKnight,"7,379.0","6,889.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=31,7:26
1층,melees fken suk,Shella Bee,WhiteMage,"7,101.3","6,865.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=37,7:26
1층,melees fken suk,Kesshou Nyx,Scholar,"5,629.1","6,136.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=39,7:26
1층,melees fken suk,Limit Break,LimitBreak,"1,191.2","1,191.2",https://www.fflogs.com/zone/rankings/29#boss=65&page=321,7:26
1층,"Our Life Company,Ltd",Sevenstars Jade,BlackMage,"13,483.1","13,243.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=3203,7:27
1층,"Our Life Company,Ltd",Ya Yaya,Monk,"12,113.4","12,074.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=31,7:27
1층,"Our Life Company,Ltd",Azalea Az,Dragoon,"11,882.7","12,203.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=3230,7:27
1층,"Our Life Company,Ltd",Nohs Neige,Bard,"11,018.8","11,226.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=3161,7:27
1층,"Our Life Company,Ltd",Silvia Lalantotto,Gunbreaker,"7,473.2","7,150.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=3229,7:27
1층,"Our Life Company,Ltd",Nipopo Nipolson,Paladin,"6,662.1","6,414.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=3228,7:27
1층,"Our Life Company,Ltd",Sana Alfort,WhiteMage,"6,644.4","6,435.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=3168,7:27
