층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
1층,Citrawantedastatic,Nyrek Nellien,Dragoon,"12,908.6","11,650.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=239,8:51
1층,Citrawantedastatic,Riva Luna,RedMage,"10,621.9","10,735.3",https://www.fflogs.com/zone/rankings/29#boss=65&page=237,8:51
1층,Citrawantedastatic,Nymeia Rennard,Dancer,"9,731.7","10,520.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=234,8:51
1층,Citrawantedastatic,Vereign Arthos,Ninja,"9,521.5","9,935.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=235,8:51
1층,Citrawantedastatic,Citrada Kitra,Gunbreaker,"7,519.2","6,806.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=232,8:51
1층,Citrawantedastatic,Roan Falcaven,Paladin,"6,968.5","6,478.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=231,8:51
1층,Citrawantedastatic,Eria Sylarn,Scholar,"3,154.7","3,382.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=236,8:51
1층,Citrawantedastatic,Atmora Kusushi,Astrologian,"2,746.9","3,663.8",https://www.fflogs.com/zone/rankings/29#boss=65&page=238,8:51
1층,Citrawantedastatic,Limit Break,LimitBreak,971.7,971.7,https://www.fflogs.com/zone/rankings/29#boss=65&page=2321,8:51
1층,Magitek Knights,Frost Nyanko,BlackMage,"11,817.5","11,561.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=233,8:51
1층,Magitek Knights,Riley Otris,Monk,"11,292.3","11,135.0",https://www.fflogs.com/zone/rankings/29#boss=65&page=239,8:51
1층,Magitek Knights,Mochi Nyanko,Bard,"10,159.5","10,333.1",https://www.fflogs.com/zone/rankings/29#boss=65&page=235,8:51
1층,Magitek Knights,Izanagi Rage,Dragoon,"9,946.7","10,207.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=238,8:51
1층,Magitek Knights,Lumina Vermont,Warrior,"6,402.8","6,291.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=2310,8:51
1층,Magitek Knights,Marjorine Steelwind,Paladin,"5,896.8","5,666.5",https://www.fflogs.com/zone/rankings/29#boss=65&page=232,8:51
1층,Magitek Knights,Sine Ovex,Scholar,"4,170.6","4,560.9",https://www.fflogs.com/zone/rankings/29#boss=65&page=237,8:51
1층,Magitek Knights,Namira Num,WhiteMage,"3,883.0","3,812.7",https://www.fflogs.com/zone/rankings/29#boss=65&page=236,8:51
1층,Magitek Knights,Limit Break,LimitBreak,653.8,653.8,https://www.fflogs.com/zone/rankings/29#boss=65&page=2319,8:51
1층,Mojo rabbited on November 13th 2018 in Midgardsormr,Aurelia Lunaris,BlackMage,"12,671.0","11,269.4",https://www.fflogs.com/zone/rankings/29#boss=65&page=235,8:51
