층,직업,DPS,RDPS,시간
3층,BlackMage,"14,848.3","14,619.2",8:35
3층,Monk,"14,309.6","14,411.7",8:35
3층,Dragoon,"14,296.3","14,618.2",8:35
3층,Machinist,"13,455.5","13,094.6",8:35
3층,WhiteMage,"9,115.2","9,007.1",8:35
3층,DarkKnight,"8,760.3","8,423.2",8:35
3층,Paladin,"8,482.8","8,292.5",8:35
3층,Scholar,"7,729.6","8,531.3",8:35
3층,BlackMage,"15,860.9","14,943.0",8:39
3층,Monk,"15,139.7","15,139.7",8:39
3층,Dragoon,"13,755.5","13,898.9",8:39
3층,Bard,"12,894.3","12,904.9",8:39
3층,WhiteMage,"9,351.3","9,057.6",8:39
3층,Warrior,"8,548.3","8,242.9",8:39
3층,Warrior,"8,372.0","8,122.2",8:39
3층,Astrologian,"6,417.8","8,030.6",8:39
3층,BlackMage,"15,729.3","14,832.5",8:47
3층,Monk,"15,360.2","14,624.5",8:47
3층,Dragoon,"15,243.2","14,153.7",8:47
3층,Dancer,"11,559.4","13,053.3",8:47
3층,Paladin,"8,245.5","7,885.2",8:47
3층,Gunbreaker,"8,230.6","7,783.8",8:47
3층,Scholar,"7,902.7","8,434.0",8:47
3층,Astrologian,"6,619.9","8,123.6",8:47
3층,Samurai,"15,178.5","14,413.6",8:49
3층,Monk,"14,188.0","14,300.7",8:49
3층,Machinist,"13,849.1","13,159.5",8:49
3층,Summoner,"13,665.0","13,676.5",8:49
3층,Gunbreaker,"8,733.3","8,294.3",8:49
3층,Paladin,"8,572.7","8,305.0",8:49
3층,Scholar,"7,846.5","8,575.6",8:49
3층,Astrologian,"6,379.4","7,687.3",8:49
3층,Monk,"15,328.7","14,728.0",8:52
3층,RedMage,"13,877.9","13,882.6",8:52
3층,Bard,"13,026.6","12,804.8",8:52
3층,Ninja,"12,433.9","13,610.8",8:52
3층,Gunbreaker,"9,411.9","8,541.2",8:52
3층,Paladin,"9,077.8","8,486.3",8:52
3층,WhiteMage,"8,713.0","8,356.3",8:52
3층,Astrologian,"6,377.9","7,837.6",8:52
3층,Monk,"16,711.0","15,195.1",8:53
3층,BlackMage,"13,790.5","13,491.1",8:53
3층,Dragoon,"13,713.7","13,875.4",8:53
3층,Dancer,"11,219.8","13,182.4",8:53
3층,Gunbreaker,"8,760.4","8,501.0",8:53
3층,WhiteMage,"8,659.8","8,434.7",8:53
3층,DarkKnight,"8,550.4","8,183.5",8:53
3층,Scholar,"6,580.1","7,122.5",8:53
3층,Monk,"15,256.1","14,805.0",8:55
3층,Machinist,"13,737.5","12,777.6",8:55
3층,Dragoon,"13,178.7","13,141.7",8:55
3층,RedMage,"12,707.2","13,201.9",8:55
3층,Gunbreaker,"8,927.7","8,266.5",8:55
3층,Paladin,"8,652.4","8,241.8",8:55
3층,Scholar,"8,045.9","8,608.0",8:55
