층,직업,DPS,RDPS,시간
1층,BlackMage,"13,396.5","13,055.5",6:44
1층,Monk,"12,863.8","12,783.0",6:44
1층,Dragoon,"12,815.6","13,105.0",6:44
1층,Bard,"11,553.4","11,885.4",6:44
1층,WhiteMage,"8,613.7","8,448.9",6:44
1층,DarkKnight,"8,320.3","7,877.8",6:44
1층,Paladin,"7,739.2","7,427.0",6:44
1층,Scholar,"6,907.8","7,627.8",6:44
1층,Monk,"13,034.0","12,753.6",6:48
1층,Summoner,"12,575.9","12,700.2",6:48
1층,Dragoon,"12,493.5","12,911.5",6:48
1층,Bard,"12,034.6","12,338.1",6:48
1층,WhiteMage,"8,461.0","8,182.6",6:48
1층,Paladin,"8,002.2","7,548.0",6:48
1층,Gunbreaker,"7,814.0","7,288.3",6:48
1층,Scholar,"7,423.9","8,116.7",6:48
1층,Samurai,"14,783.8","12,087.9",6:50
1층,BlackMage,"13,106.6","12,461.8",6:50
1층,Dragoon,"12,985.3","13,280.7",6:50
1층,Dancer,"10,803.4","12,598.7",6:50
1층,Gunbreaker,"8,098.5","7,737.7",6:50
1층,Paladin,"7,564.6","7,286.6",6:50
1층,Scholar,"6,891.6","7,355.8",6:50
1층,Astrologian,"6,050.3","7,475.0",6:50
1층,Samurai,"13,342.6","12,604.0",6:50
1층,Summoner,"12,522.2","12,614.0",6:50
1층,Dragoon,"11,941.1","12,413.9",6:50
1층,Bard,"10,980.0","11,334.5",6:50
1층,WhiteMage,"8,721.0","8,473.5",6:50
1층,DarkKnight,"8,053.1","7,627.8",6:50
1층,Paladin,"7,453.2","7,206.7",6:50
1층,Scholar,"7,207.7","7,946.5",6:50
1층,BlackMage,"13,067.2","12,800.3",6:51
1층,Dragoon,"12,400.6","12,868.2",6:51
1층,Monk,"12,397.6","12,506.0",6:51
1층,Machinist,"12,300.7","12,052.1",6:51
1층,WhiteMage,"7,834.9","7,685.5",6:51
1층,Paladin,"7,700.6","7,503.4",6:51
1층,Gunbreaker,"7,538.7","7,160.5",6:51
1층,Scholar,"6,737.5","7,402.0",6:51
1층,BlackMage,"12,687.4","12,433.4",6:54
1층,Monk,"12,531.3","12,635.1",6:54
1층,Dragoon,"12,174.3","12,678.1",6:54
1층,Bard,"11,375.9","11,784.2",6:54
1층,WhiteMage,"8,678.0","8,575.1",6:54
1층,WhiteMage,"8,613.8","8,345.1",6:54
1층,DarkKnight,"7,333.2","7,127.1",6:54
1층,Paladin,"7,272.5","7,088.1",6:54
1층,BlackMage,"15,283.5","13,026.6",6:57
1층,Monk,"13,654.4","13,363.2",6:57
1층,Samurai,"12,854.4","12,024.0",6:57
1층,Dancer,"9,987.6","11,805.5",6:57
1층,Gunbreaker,"8,393.8","7,975.1",6:57
1층,Paladin,"7,195.2","6,866.3",6:57
1층,Scholar,"6,754.4","7,373.4",6:57
1층,Astrologian,"4,995.3","6,684.6",6:57
1층,BlackMage,"13,154.0","12,780.7",6:57
1층,Monk,"12,714.1","12,566.2",6:57
1층,Dragoon,"11,984.5","12,379.0",6:57
1층,Bard,"11,454.4","11,784.5",6:57
1층,WhiteMage,"8,245.1","7,977.7",6:57
1층,Paladin,"7,388.1","7,082.8",6:57
1층,DarkKnight,"7,166.8","6,799.1",6:57
1층,Scholar,"6,937.9","7,675.0",6:57
1층,BlackMage,"14,265.0","13,380.2",6:57
1층,Monk,"13,036.9","12,575.0",6:57
1층,Dragoon,"12,514.0","12,548.3",6:57
1층,Bard,"12,172.5","12,091.1",6:57
1층,Paladin,"7,317.1","6,915.8",6:57
1층,Warrior,"7,201.8","6,923.6",6:57
1층,Scholar,"6,637.0","7,087.4",6:57
1층,Astrologian,"5,761.0","7,383.8",6:57
1층,Monk,"13,291.5","12,698.5",7:00
1층,BlackMage,"13,210.7","12,787.7",7:00
1층,Dragoon,"12,991.4","12,807.5",7:00
1층,Dancer,"10,437.8","12,041.0",7:00
1층,WhiteMage,"8,314.7","8,055.3",7:00
1층,DarkKnight,"6,807.9","6,453.6",7:00
1층,Gunbreaker,"6,748.6","6,409.9",7:00
1층,Scholar,"6,671.0","7,220.2",7:00
1층,Monk,"12,705.6","12,650.2",7:00
1층,BlackMage,"12,437.4","12,119.6",7:00
1층,Dragoon,"12,327.8","12,693.9",7:00
1층,Bard,"11,908.6","12,010.8",7:00
1층,Gunbreaker,"7,516.2","7,102.7",7:00
1층,WhiteMage,"7,445.2","7,324.3",7:00
1층,Paladin,"7,259.9","6,971.5",7:00
1층,Scholar,"6,891.1","7,618.9",7:00
1층,Monk,"14,377.5","12,911.1",7:02
1층,BlackMage,"12,408.0","12,013.9",7:02
1층,Dragoon,"11,805.0","12,098.3",7:02
1층,Dancer,"10,129.1","11,912.5",7:02
1층,WhiteMage,"7,954.8","7,843.1",7:02
1층,Gunbreaker,"7,889.1","7,546.6",7:02
1층,DarkKnight,"7,701.8","7,446.6",7:02
1층,Scholar,"5,776.6","6,269.9",7:02
1층,BlackMage,"13,251.0","12,653.3",7:02
1층,Monk,"12,671.4","12,415.8",7:02
1층,Dragoon,"12,079.7","12,351.7",7:02
1층,Bard,"11,668.0","11,603.2",7:02
1층,WhiteMage,"8,009.5","7,790.6",7:02
1층,Gunbreaker,"7,470.8","7,088.4",7:02
1층,Paladin,"7,108.3","6,883.6",7:02
1층,Astrologian,"5,599.5","7,071.5",7:02
1층,Dragoon,"13,906.3","13,040.5",7:03
1층,Summoner,"12,632.9","12,690.6",7:03
1층,BlackMage,"12,060.0","11,582.3",7:03
1층,Dancer,"10,746.1","12,412.3",7:03
1층,Paladin,"7,792.3","7,473.5",7:03
1층,Warrior,"7,729.0","7,504.3",7:03
1층,WhiteMage,"7,698.2","7,428.0",7:03
1층,Scholar,"6,940.7","7,373.9",7:03
1층,Machinist,"12,711.9","12,267.9",7:04
1층,Monk,"12,456.0","12,550.4",7:04
1층,Samurai,"12,446.4","11,917.7",7:04
1층,RedMage,"11,235.9","12,092.2",7:04
1층,DarkKnight,"8,168.9","7,824.4",7:04
