층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
4,Iguchi's Festival,Ignore Sikato,Monk,"13,449.8","13,420.2",https://www.fflogs.com/zone/rankings/29#boss=68&page=16325,13:21
4,Iguchi's Festival,Nanamaru Reretuni,Dragoon,"12,740.2","12,898.5",https://www.fflogs.com/zone/rankings/29#boss=68&page=162,13:21
4,Iguchi's Festival,Soral Sub,RedMage,"12,540.5","13,012.2",https://www.fflogs.com/zone/rankings/29#boss=68&page=16236,13:21
4,Iguchi's Festival,Nobuo Tasaki,Machinist,"11,463.6","11,118.3",https://www.fflogs.com/zone/rankings/29#boss=68&page=16280,13:21
4,Iguchi's Festival,Frowein Cool,Paladin,"7,916.6","7,684.9",https://www.fflogs.com/zone/rankings/29#boss=68&page=16333,13:21
4,Iguchi's Festival,Anne Saga,Warrior,"7,135.9","6,897.7",https://www.fflogs.com/zone/rankings/29#boss=68&page=16304,13:21
4,Iguchi's Festival,Athana Tourmaline,WhiteMage,"5,707.0","5,635.0",https://www.fflogs.com/zone/rankings/29#boss=68&page=16310,13:21
4,Iguchi's Festival,Macha Auditio,Scholar,"3,805.0","4,091.8",https://www.fflogs.com/zone/rankings/29#boss=68&page=16301,13:21
4,Iguchi's Festival,Limit Break,LimitBreak,"1,137.7","1,137.7",https://www.fflogs.com/zone/rankings/29#boss=68&page=1630,13:21
4,War of The Lions,Utsusemi Ni,Monk,"15,458.7","14,170.0",https://www.fflogs.com/zone/rankings/29#boss=68&page=1610,13:21
4,War of The Lions,Drag King,Dragoon,"12,544.9","12,667.0",https://www.fflogs.com/zone/rankings/29#boss=68&page=164,13:21
4,War of The Lions,Kanade Tachibana,Summoner,"11,980.4","12,039.7",https://www.fflogs.com/zone/rankings/29#boss=68&page=168,13:21
4,War of The Lions,Aki Kumada,Dancer,"10,152.7","11,556.1",https://www.fflogs.com/zone/rankings/29#boss=68&page=163,13:21
4,War of The Lions,Jetan Rex,Paladin,"7,954.2","7,687.4",https://www.fflogs.com/zone/rankings/29#boss=68&page=161,13:21
4,War of The Lions,Original Syn,Gunbreaker,"6,913.4","6,611.4",https://www.fflogs.com/zone/rankings/29#boss=68&page=167,13:21
4,War of The Lions,Frosty Coffee,WhiteMage,"5,399.2","5,243.4",https://www.fflogs.com/zone/rankings/29#boss=68&page=165,13:21
4,War of The Lions,Letizia Miranda,Scholar,"4,267.5","4,695.9",https://www.fflogs.com/zone/rankings/29#boss=68&page=166,13:21
4,War of The Lions,Limit Break,LimitBreak,"1,320.7","1,320.7",https://www.fflogs.com/zone/rankings/29#boss=68&page=1624,13:21
4,Gaillardia,Enil Ride,Monk,"13,824.5","13,625.7",https://www.fflogs.com/zone/rankings/29#boss=68&page=166,13:21
4,Gaillardia,Kanade Timberlake,Dragoon,"12,485.5","12,702.3",https://www.fflogs.com/zone/rankings/29#boss=68&page=1610,13:21
