층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
3,The KutarockCity,Di Ps,Monk,"13,231.0","13,238.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=194,10:34
3,The KutarockCity,Kon Akai,Samurai,"12,728.6","12,241.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=1911,10:34
3,The KutarockCity,Peco Smooooch,Bard,"11,979.4","12,192.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=198,10:34
3,The KutarockCity,Hiratechi Gr,RedMage,"10,423.0","10,876.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=195,10:34
3,The KutarockCity,Saku Senpaiiiiiii,Paladin,"7,781.0","7,514.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=196,10:34
3,The KutarockCity,Yuhan Fb,DarkKnight,"7,182.6","6,951.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=193,10:34
3,The KutarockCity,Union Silvaner,WhiteMage,"6,671.9","6,521.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=197,10:34
3,The KutarockCity,Aline Viper,Scholar,"4,630.7","5,092.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=191,10:34
3,The KutarockCity,Limit Break,LimitBreak,236.7,236.7,https://www.fflogs.com/zone/rankings/29#boss=67&page=1918,10:34
3,Play of the Game,C'allen Noah,Monk,"13,404.1","13,197.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=191,10:34
3,Play of the Game,Arupapa Arupa,Ninja,"11,432.6","12,467.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=196,10:34
3,Play of the Game,Lydia Vityaz,Summoner,"11,238.7","10,981.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=198,10:34
3,Play of the Game,Hittun Zzz,Bard,"10,472.6","10,448.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=192,10:34
3,Play of the Game,Kouei Hodder,Paladin,"7,563.7","7,236.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=194,10:34
3,Play of the Game,Panna Sasa,DarkKnight,"7,507.1","7,095.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=197,10:34
3,Play of the Game,Ritona Artwaltz,Scholar,"6,331.1","6,801.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=195,10:34
3,Play of the Game,Sophia Kurth,WhiteMage,"6,066.7","5,787.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=193,10:34
3,Play of the Game,Limit Break,LimitBreak,788.3,788.3,https://www.fflogs.com/zone/rankings/29#boss=67&page=1925,10:34
3,Aetherstorm,Alyph Rennilea,Monk,"13,147.6","13,097.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=1912,10:34
3,Aetherstorm,Kiri Kuri,BlackMage,"13,063.0","12,869.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=194,10:34
3,Aetherstorm,Irene Bae,Bard,"11,954.3","12,008.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=193,10:34
3,Aetherstorm,Cocoa Bunny,RedMage,"10,058.9","10,453.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=196,10:34
3,Aetherstorm,Gan Garanjy,Warrior,"7,796.9","7,527.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=198,10:34
3,Aetherstorm,Amelia William,Paladin,"7,584.0","7,291.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=195,10:34
3,Aetherstorm,Krystal Jung,Scholar,"5,387.7","5,836.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=191,10:34
3,Aetherstorm,Alexia'fae Sylvis,WhiteMage,"5,026.8","4,935.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=199,10:34
3,Aetherstorm,Limit Break,LimitBreak,839.8,839.8,https://www.fflogs.com/zone/rankings/29#boss=67&page=1918,10:34
3,Healers Adjust,Dimpson Prime,Samurai,"14,401.7","12,472.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=197,10:34
3,Healers Adjust,Zarchon Patriarchate,Dragoon,"12,366.4","12,809.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=199,10:34
3,Healers Adjust,Cat Wife,RedMage,"11,378.7","11,591.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=198,10:34
3,Healers Adjust,Jolts Katita,Dancer,"10,406.2","12,065.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=196,10:34
3,Healers Adjust,Rilsa Rosenquien,Gunbreaker,"7,518.1","7,217.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=195,10:34
3,Healers Adjust,Tahla Nhavan,DarkKnight,"7,398.2","7,040.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=193,10:34
3,Healers Adjust,Ayien Stellaris,WhiteMage,"5,757.4","5,570.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=191,10:34
3,Healers Adjust,Flona Lasbard,Scholar,"4,709.8","5,168.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=194,10:34
3,Healers Adjust,Limit Break,LimitBreak,822.5,822.5,https://www.fflogs.com/zone/rankings/29#boss=67&page=1920,10:34
3,Team Disconnected,Dymaz Sc,Dragoon,"13,250.0","13,376.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=1910,10:34
3,Team Disconnected,Lyraja Ninicha,Summoner,"12,475.6","12,219.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=198,10:34
3,Team Disconnected,Lavena Knight,Bard,"12,015.2","11,902.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=195,10:34
3,Team Disconnected,Sai Rykuzo,Ninja,"10,832.9","11,669.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=194,10:34
3,Team Disconnected,Naibaf Haze,Gunbreaker,"8,139.2","7,600.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=191,10:34
3,Team Disconnected,Dokaria Lee,Paladin,"7,500.5","7,177.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=193,10:34
3,Team Disconnected,Juli Moon,WhiteMage,"5,441.4","5,183.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=199,10:34
3,Team Disconnected,Azmo Tyaht,Scholar,"4,353.5","4,879.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=1911,10:34
3,Team Disconnected,Limit Break,LimitBreak,885.4,885.4,https://www.fflogs.com/zone/rankings/29#boss=67&page=1921,10:34
3,Brutasses,Fatal Storm,Monk,"12,743.9","12,698.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=196,10:34
3,Brutasses,Framax Zoldik,Dragoon,"12,426.3","12,804.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=1911,10:34
