층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
3,Jank Strat,Mikaboshi Greywolfe,Monk,"12,456.7","12,197.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=311,10:57
3,Jank Strat,Chrono Dragon,BlackMage,"12,096.2","11,787.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=314,10:57
3,Jank Strat,Saewnis Mithrandir,Ninja,"10,733.8","11,586.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=318,10:57
3,Jank Strat,Theobalin Liautroix,RedMage,"10,574.2","10,621.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=316,10:57
3,Jank Strat,Falstaff Hirobach,DarkKnight,"7,437.4","7,086.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=317,10:57
3,Jank Strat,Resa Nome,Paladin,"7,242.6","6,924.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=319,10:57
3,Jank Strat,Erecant Korida,WhiteMage,"6,071.2","5,928.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=313,10:57
3,Jank Strat,Ikkou Alonz,Scholar,"4,584.1","5,063.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=312,10:57
3,Jank Strat,Limit Break,LimitBreak,"1,023.0","1,023.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=31129,10:57
3,ScottSterlingFanClub,Roel Ghiri,BlackMage,"12,695.6","12,420.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=3143,10:57
3,ScottSterlingFanClub,Xerozas Ko,Dragoon,"11,760.0","12,057.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=3141,10:57
3,ScottSterlingFanClub,Leti Molkot,Bard,"10,658.0","10,860.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=316,10:57
3,ScottSterlingFanClub,Anya Eversong,Samurai,"10,580.9","10,331.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=3111,10:57
3,ScottSterlingFanClub,Scyndt Trinity,Gunbreaker,"7,213.3","7,027.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=311,10:57
3,ScottSterlingFanClub,Seliph Tride,Paladin,"7,208.6","6,995.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=313,10:57
3,ScottSterlingFanClub,Munori Satoru,WhiteMage,"5,915.2","5,782.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=317,10:57
3,ScottSterlingFanClub,Sora Fairclough,Scholar,"5,150.0","5,705.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=3140,10:57
3,ScottSterlingFanClub,Limit Break,LimitBreak,"1,012.4","1,012.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=3119,10:57
3,Crimson Blitz,Hanns Freed,Dragoon,"15,619.4","14,231.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=3188,10:57
3,Crimson Blitz,Mog Apo,RedMage,"11,437.4","11,318.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=3189,10:57
3,Crimson Blitz,Aria Himesaki,Dancer,"9,807.7","11,308.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=3183,10:57
3,Crimson Blitz,Fine Katze,Ninja,"9,211.5","9,942.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=3180,10:57
3,Crimson Blitz,Akiti Ar,DarkKnight,"7,897.1","7,462.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=3186,10:57
3,Crimson Blitz,Leon Roustebant,Paladin,"7,513.6","7,128.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=3187,10:57
3,Crimson Blitz,Nou Bell,WhiteMage,"4,809.2","4,601.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=3182,10:57
3,Crimson Blitz,City Postman,Scholar,"4,797.7","5,100.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=3178,10:57
3,Crimson Blitz,Limit Break,LimitBreak,"1,089.2","1,089.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=3126,10:57
3,Vesperia,Kapak Neraka,Dragoon,"11,851.2","12,404.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=314,10:57
