층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
3,GrassGrow,Niwachi Niwawa,Dragoon,"14,017.9","13,842.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=83,10:01
3,GrassGrow,Azm Ayse,Machinist,"12,823.7","12,008.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=86,10:01
3,GrassGrow,Nolulu Noll,Summoner,"12,633.9","11,954.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=88,10:01
3,GrassGrow,Lerere Lere,Ninja,"12,031.0","12,917.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=87,10:01
3,GrassGrow,Gemini Angel,DarkKnight,"8,325.5","7,884.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=81,10:01
3,GrassGrow,Phantom Mcdowell,Paladin,"7,309.8","6,931.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=85,10:01
3,GrassGrow,Garan Tinier,Scholar,"5,876.6","6,305.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=84,10:01
3,GrassGrow,Rukina Valentine,Astrologian,"5,069.8","6,244.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=811,10:01
3,GrassGrow,Limit Break,LimitBreak,905.8,905.8,https://www.fflogs.com/zone/rankings/29#boss=67&page=824,10:01
3,Solary,Yoshi Solary,Monk,"14,845.5","14,563.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=8346,10:02
3,Solary,Eagle Master,Dragoon,"13,407.9","13,731.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=8351,10:02
3,Solary,Shoco Lin,Summoner,"11,940.2","12,095.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=8352,10:02
3,Solary,Eiken Manaken,Bard,"11,580.4","11,807.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=8349,10:02
3,Solary,Super Pupu,Paladin,"7,668.6","7,349.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=8347,10:02
3,Solary,Virlym Youmadsin,WhiteMage,"7,241.0","7,029.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=859,10:02
3,Solary,Roomu Law,Warrior,"7,061.0","6,869.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=8348,10:02
3,Solary,Beauxis Sensea,Scholar,"4,147.2","4,443.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=8350,10:02
3,Solary,Limit Break,LimitBreak,943.0,943.0,https://www.fflogs.com/zone/rankings/29#boss=67&page=836,10:02
3,Graveyard,Koko Garo,Monk,"13,690.4","13,560.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=87,10:02
3,Graveyard,Alexis Alsind,Dragoon,"12,671.1","12,726.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=83,10:02
3,Graveyard,Oneofthe El,Bard,"11,756.9","11,807.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=89,10:02
3,Graveyard,Yagitaso Gearmaster,RedMage,"10,712.5","11,111.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=81,10:02
3,Graveyard,Hal Lowell,DarkKnight,"8,337.4","7,928.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=88,10:02
3,Graveyard,Tama Nakamura,Paladin,"7,649.9","7,394.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=84,10:02
3,Graveyard,Tea Kate,WhiteMage,"6,854.7","6,688.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=85,10:02
3,Graveyard,The Answer,Scholar,"6,098.8","6,553.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=86,10:02
3,Graveyard,Limit Break,LimitBreak,"1,164.7","1,164.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=818,10:02
3,Jolly Rogers,Broshi Omnominous,Monk,"14,158.5","13,206.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=82,10:02
3,Jolly Rogers,Visharona Altomna,BlackMage,"14,007.3","13,709.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=8167,10:02
3,Jolly Rogers,Schieka Saladin,Machinist,"12,367.7","12,056.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=8164,10:02
3,Jolly Rogers,Fei Noche,Dancer,"10,150.5","11,732.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=8165,10:02
3,Jolly Rogers,Xander Blackwood,Paladin,"7,855.3","7,671.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=8163,10:02
3,Jolly Rogers,Borri Rockseeker,Gunbreaker,"7,111.8","6,844.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=8168,10:02
3,Jolly Rogers,Seigfried Westwood,WhiteMage,"6,743.6","6,559.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=8170,10:02
3,Jolly Rogers,Vicious Merkin,Scholar,"5,683.6","6,299.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=8169,10:02
3,Jolly Rogers,Limit Break,LimitBreak,901.4,901.4,https://www.fflogs.com/zone/rankings/29#boss=67&page=884,10:02
3,Cute Girls Doing Cute Things,Stella Acubens,BlackMage,"14,408.6","12,719.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=87,10:02
3,Cute Girls Doing Cute Things,Meteos Probably,Dragoon,"13,306.0","13,709.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=83,10:02
3,Cute Girls Doing Cute Things,Mirae La,Summoner,"11,645.4","11,671.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=810,10:02
3,Cute Girls Doing Cute Things,Furudo Erika,Dancer,"10,460.0","12,044.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=84,10:02
3,Cute Girls Doing Cute Things,Euron Tribal,DarkKnight,"7,828.3","7,513.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=81,10:02
3,Cute Girls Doing Cute Things,Papa Rumble,Paladin,"7,773.7","7,513.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=86,10:02
3,Cute Girls Doing Cute Things,Slightly Stoopid,WhiteMage,"7,588.6","7,369.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=85,10:02
3,Cute Girls Doing Cute Things,Lense Celeste,Scholar,"5,843.2","6,313.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=812,10:02
3,_S2_Buddies_S2_,Hima Gon,Monk,"13,736.4","13,842.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=826,10:02
3,_S2_Buddies_S2_,Dorey Reah,BlackMage,"13,614.4","13,433.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=8450,10:02
3,_S2_Buddies_S2_,Toyo Xivitia,Dragoon,"12,984.6","13,301.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=8449,10:02
3,_S2_Buddies_S2_,Kenzo Bolir,Machinist,"12,360.4","12,121.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=870,10:02
3,_S2_Buddies_S2_,Kamo Negi,Paladin,"7,675.8","7,538.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=81,10:02
3,_S2_Buddies_S2_,Seven Nina,DarkKnight,"7,354.5","7,170.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=823,10:02
3,_S2_Buddies_S2_,Tampack Tan,WhiteMage,"5,628.9","5,529.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=883,10:02
3,_S2_Buddies_S2_,Spu Moni,Scholar,"4,551.5","4,969.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=874,10:02
3,_S2_Buddies_S2_,Limit Break,LimitBreak,952.2,952.2,https://www.fflogs.com/zone/rankings/29#boss=67&page=8458,10:02
3,Dango Daikazoku,Deefunx Priss,Dragoon,"13,656.8","14,013.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=86,10:02
3,Dango Daikazoku,Chizuru Yaritomo,Samurai,"13,108.5","12,354.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=87,10:02
3,Dango Daikazoku,Captain Swiftsong,Bard,"12,356.9","12,566.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=84,10:02
3,Dango Daikazoku,Eksy Cruz,RedMage,"11,819.4","12,152.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=85,10:02
3,Dango Daikazoku,Cinderion Ganathain,Paladin,"8,288.2","8,041.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=88,10:02
3,Dango Daikazoku,Watwot Shotwot,DarkKnight,"7,849.4","7,475.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=89,10:02
3,Dango Daikazoku,Tsuki Hime,WhiteMage,"5,438.7","5,275.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=81,10:02
3,Dango Daikazoku,Fafae Fae,Scholar,"5,386.6","6,025.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=83,10:02
3,Dango Daikazoku,Limit Break,LimitBreak,934.5,934.5,https://www.fflogs.com/zone/rankings/29#boss=67&page=818,10:02
3,Discord Latency,Euryale Gorgon,BlackMage,"13,774.8","13,287.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=862,10:02
3,Discord Latency,Angelica Eisenhera,Monk,"13,564.0","13,355.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=865,10:02
3,Discord Latency,Lovelymomo Maestro,Machinist,"13,160.7","12,659.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=860,10:02
3,Discord Latency,Astra Luna,Dragoon,"12,458.5","12,552.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=868,10:02
3,Discord Latency,Karrasi Enakhra,Warrior,"7,745.0","7,466.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=818,10:02
3,Discord Latency,Saber Kawaii,Paladin,"7,393.0","7,167.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=866,10:02
3,Discord Latency,Lychee Tea,Scholar,"5,737.8","6,078.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=867,10:02
3,Discord Latency,Millie Twillie,Astrologian,"4,149.5","5,416.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=863,10:02
3,Discord Latency,Limit Break,LimitBreak,888.8,888.8,https://www.fflogs.com/zone/rankings/29#boss=67&page=879,10:02
3,Redemption - Team Alpha,Anathalia Sinclaire,Monk,"14,508.0","14,287.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=8369,10:02
3,Redemption - Team Alpha,Jitter Bug,Dragoon,"13,722.3","13,809.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=8373,10:02
3,Redemption - Team Alpha,Garmr Imakoo,Bard,"12,364.2","12,473.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=87,10:02
