층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
3,Legally Blind,Echo Skyla,Monk,"15,098.1","14,845.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=46,9:42
3,Legally Blind,Noya Shura,Machinist,"13,143.3","12,481.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=47,9:42
3,Legally Blind,Valid Target,RedMage,"12,054.3","12,478.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=48,9:42
3,Legally Blind,Be Mimu,Ninja,"11,310.5","12,557.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=45,9:42
3,Legally Blind,U'viloh Zehn,WhiteMage,"8,115.9","7,865.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=42,9:42
3,Legally Blind,Drew Sundance,Warrior,"7,737.5","7,302.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=410,9:42
3,Legally Blind,Kokonoe Amercury,Gunbreaker,"7,203.3","6,729.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=43,9:42
3,Legally Blind,Riki Stratavius,Scholar,"6,942.0","7,344.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=49,9:42
3,Eldritch,Voltharion Silverling,BlackMage,"14,832.4","14,333.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=47,9:42
3,Eldritch,Almost There,Dragoon,"13,781.2","13,904.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=49,9:42
3,Eldritch,Zenobia Godfrey,Machinist,"11,992.6","11,594.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=43,9:42
3,Eldritch,Arik Ender,Ninja,"10,878.3","12,048.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=48,9:42
3,Eldritch,Arya Leviathan,DarkKnight,"7,782.1","7,379.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=45,9:42
3,Eldritch,I'm Rav,Warrior,"7,618.4","7,419.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=41,9:42
3,Eldritch,Not Yet,WhiteMage,"6,978.2","6,741.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=44,9:42
3,Eldritch,Popotos Waterthose,Scholar,"6,695.0","7,136.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=46,9:42
3,Eldritch,Limit Break,LimitBreak,947.4,947.4,https://www.fflogs.com/zone/rankings/29#boss=67&page=420,9:42
3,Stack@2,Penguin Deluxe,Dragoon,"13,865.4","14,255.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=46,9:43
3,Stack@2,Eheia Sion,Samurai,"13,210.2","12,640.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=43,9:43
3,Stack@2,Shadity Shadioxy,Summoner,"12,828.8","12,833.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=410,9:43
3,Stack@2,Sen Rainteau,Bard,"12,084.1","12,368.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=45,9:43
3,Stack@2,Voyage Rainteau,Gunbreaker,"8,004.9","7,678.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=49,9:43
3,Stack@2,Dennis Gx,Paladin,"7,653.9","7,444.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=41,9:43
3,Stack@2,Chonsie Chon,WhiteMage,"6,700.3","6,497.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=44,9:43
3,Stack@2,Apris Luthien,Scholar,"6,233.0","6,862.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=47,9:43
3,Stack@2,Limit Break,LimitBreak,985.4,985.4,https://www.fflogs.com/zone/rankings/29#boss=67&page=421,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Tyler Denarc,BlackMage,"15,404.7","14,577.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=41,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Nijiretta Fuyu,Dragoon,"14,107.7","14,287.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=411,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Dakota Blacky,Bard,"12,370.8","12,468.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=45,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Kouta Yuri,Ninja,"9,922.8","11,232.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=47,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Ansoni Ricon,Paladin,"8,088.3","7,678.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=44,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Ruby Zeal,Gunbreaker,"7,815.7","7,326.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=49,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Poki Bloodfallen,WhiteMage,"7,005.2","6,673.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=43,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Ghenghiz Cohen,Scholar,"5,648.4","6,118.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=46,9:43
3,Yeeting Through Eden in Search of ASTRO BUFFS,Limit Break,LimitBreak,"1,001.3","1,001.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=419,9:43
