층,팀 이름,유저 이름,직업,DPS,RDPS,DPS 관련 링크,시간
3,Warau_Iruka,Haseo Satuki,Monk,"14,209.7","13,003.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=223,10:40
3,Warau_Iruka,Rona Roman,Dragoon,"12,662.2","12,712.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=229,10:40
3,Warau_Iruka,Fumi Seven,Summoner,"11,403.3","11,414.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=2213,10:40
3,Warau_Iruka,Ifreet Fireheart,Dancer,"10,212.2","11,746.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=228,10:40
3,Warau_Iruka,Shivashiva Kyorokyoro,Gunbreaker,"8,005.2","7,674.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=2272,10:40
3,Warau_Iruka,Horyo Dx,Paladin,"7,777.1","7,521.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=225,10:40
3,Warau_Iruka,Kaya Takasiro,WhiteMage,"5,049.7","4,864.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=222,10:40
3,Warau_Iruka,Onion Chip,Scholar,"4,612.6","4,995.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=2210,10:40
3,Warau_Iruka,Limit Break,LimitBreak,228.4,228.4,https://www.fflogs.com/zone/rankings/29#boss=67&page=2274,10:40
3,Dreadnought,Jade Zephyrite,BlackMage,"13,224.3","12,823.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=22374,10:40
3,Dreadnought,Iron Tarkus,Monk,"12,509.1","12,561.9",https://www.fflogs.com/zone/rankings/29#boss=67&page=22327,10:40
3,Dreadnought,Misuzu Takane,Dragoon,"11,911.8","12,254.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=22168,10:40
3,Dreadnought,Century Killer,Bard,"10,852.6","11,082.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=22372,10:40
3,Dreadnought,F'manafa Zolavk,Gunbreaker,"7,424.0","7,055.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=2293,10:40
3,Dreadnought,Nonphixion Nonphixion,Warrior,"7,218.2","7,075.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=22370,10:40
3,Dreadnought,Lyzi Murasaki,Scholar,"5,092.0","5,538.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=22371,10:40
3,Dreadnought,Huge Boop,WhiteMage,"4,579.9","4,419.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=22175,10:40
3,Dreadnought,Limit Break,LimitBreak,"1,355.6","1,355.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=2233,10:40
3,Petit Plumeria,Nanao Nao',Dragoon,"12,905.5","13,326.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=227,10:40
3,Petit Plumeria,Sayu Tear,Samurai,"12,781.6","12,340.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=226,10:40
3,Petit Plumeria,Haseyan Carpaccio,Machinist,"12,162.4","11,943.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=225,10:40
3,Petit Plumeria,Help Me,Bard,"10,958.5","11,293.2",https://www.fflogs.com/zone/rankings/29#boss=67&page=229,10:40
3,Petit Plumeria,Katze Licht,Gunbreaker,"7,488.5","7,261.1",https://www.fflogs.com/zone/rankings/29#boss=67&page=221,10:40
3,Petit Plumeria,Naotta Geneq,Paladin,"6,704.3","6,529.4",https://www.fflogs.com/zone/rankings/29#boss=67&page=228,10:40
3,Petit Plumeria,Mr Im,WhiteMage,"5,325.6","5,153.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=2223,10:40
3,Petit Plumeria,Koni Masa,Scholar,"5,062.6","5,541.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=2220,10:40
3,Petit Plumeria,Limit Break,LimitBreak,796.6,796.6,https://www.fflogs.com/zone/rankings/29#boss=67&page=2218,10:40
3,Baby's Breath,Misstyi Farron,Dragoon,"13,510.5","13,959.7",https://www.fflogs.com/zone/rankings/29#boss=67&page=2213,10:40
3,Baby's Breath,Chihaya Chirol,Summoner,"12,811.0","12,967.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=2222,10:40
3,Baby's Breath,Kawa Chimu,Samurai,"11,410.8","11,069.6",https://www.fflogs.com/zone/rankings/29#boss=67&page=226,10:40
3,Baby's Breath,Meo Orianthi,Machinist,"10,372.0","10,191.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=228,10:40
3,Baby's Breath,Wilfrid Roka,Paladin,"7,443.9","7,311.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=221,10:40
3,Baby's Breath,Raven Zest,DarkKnight,"7,062.5","6,933.0",https://www.fflogs.com/zone/rankings/29#boss=67&page=224,10:40
3,Baby's Breath,Yue Tsukuyomi,WhiteMage,"6,619.3","6,475.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=2210,10:40
3,Baby's Breath,Mamel Catan,Scholar,"3,886.4","4,208.5",https://www.fflogs.com/zone/rankings/29#boss=67&page=2211,10:40
3,Baby's Breath,Limit Break,LimitBreak,"1,060.8","1,060.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=2220,10:40
3,Rabbit_Mania,Midori Usagi,BlackMage,"12,752.0","12,245.8",https://www.fflogs.com/zone/rankings/29#boss=67&page=222,10:40
3,Rabbit_Mania,Mont Short,Machinist,"12,186.1","11,787.3",https://www.fflogs.com/zone/rankings/29#boss=67&page=2211,10:40
